,tweet,user,location
1584,"rt @3rdcultureme: seeking an ambulance urgently in #ktm 

pls dm me directly #oxygen level significantly dropping",ultimatelyatom,Nepal
1585,"rt @hkgorg: #hkgverified leads for 17th may @ 

https://t.co/jbegtym6sv

#ambulance #homeicu #hometesting #covidmedication #oxygen #plasma…",blrtrafficwatch,
1586,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",viikas5,भारत
1587,"rt @agf_ofl: #oxygen high rich foods 
eat healthier be healthy
#stayhome
#aari #emip 
@aariarujunan https://t.co/zv19nx1pa2",TeamAari,
1588,"rt @agf_ofl: #oxygen high rich foods 
eat healthier be healthy
#stayhome
#aari #emip 
@aariarujunan https://t.co/zv19nx1pa2",Aari_Trends,
1589,"rt @3rdcultureme: seeking an ambulance urgently in #ktm 

pls dm me directly #oxygen level significantly dropping",DeepakAdk,Nepal
1590,"rt @3rdcultureme: seeking an ambulance urgently in #ktm 

pls dm me directly #oxygen level significantly dropping",summerdhwoj,
1591,"rt @3rdcultureme: seeking an ambulance urgently in #ktm 

pls dm me directly #oxygen level significantly dropping",Ccr_NEPALI,Nepal
1592,"rt @hkgorg: #hkgverified leads for 17th may @ 

https://t.co/jbegtym6sv

#ambulance #homeicu #hometesting #covidmedication #oxygen #plasma…",Kevapat,"Bengaluru, India"
1593,rt @diprjk: government well equipped to tackle any emergency situation arising due to #covid19. 2nd line always in place in case of any eme…,Lakhbir42805908,
1594,"rt @professoroffice: need #oxygen #cylinder in #jaipur 
for friend's mother 
age:54
#covid + in home isolation
spo2 - 83-85
address- jhotwa…",IRFANNKPCC,"Karnataka, India"
1595,"#hkgverified leads for 17th may @ 

https://t.co/jbegtym6sv

#ambulance #homeicu #hometesting #covidmedication… https://t.co/ycph0ee4f2",hkgorg,
1596,"#hkgverified leads for 17th may @ 

https://t.co/jbegtym6sv

#ambulance #homeicu #hometesting #covidmedication… https://t.co/gtjhrhu2og",hkgorg,
1597,"rt @3rdcultureme: seeking an ambulance urgently in #ktm 

pls dm me directly #oxygen level significantly dropping",_mariyaa13,
1598,"#hkgverified leads for 17th may @

https://t.co/jbegtym6sv

#ambulance #homeicu #hometesting #covidmedication… https://t.co/mg92fafy5q",hkgorg,
1599,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",SLakhwinder71,
1600,"#hkgverified leads for 17th may @

https://t.co/jbegtym6sv

#ambulance #homeicu #hometesting #covidmedication… https://t.co/gyhbkn8mdm",hkgorg,
1601,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",AftabRahi123,"Kishanganj, India"
1602,"rt @srikantmatrubai: #healthiswealth 
to improve #oxygen levels use tulsi 
tulsi leaves contain high amounts of potassium, iron, chlorophyl…",kunche_rk,Visakhapatnam
1603,"rt @pune_go_green: ✔️reetha and chinch saplings moved to big bags.
✔️good learning for understanding life cycle of reetha seeds
#trees
#pla…",suryabrana,Pune
1604,"rt @jsplcorporate: 3 tankers carrying 49mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at jspl…",chandrahassahu,
1605,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",JadhavShashik15,
1606,@bts_bighit i like you ppl very much everyone in india loves you ppl but right now india is in a very bad state in… https://t.co/rqjmnzvsxq,hariharabalajit,
1607,"rt @sachink26882052: #पुरानी_पेंशन_बहाल_करो
no old pension scheme 
no proper vaccinations,
no bed available 
no oxygen ......

#ops_कर्मचा…",Bhuvnesh0002,
1608,"rt @3rdcultureme: seeking an ambulance urgently in #ktm 

pls dm me directly #oxygen level significantly dropping",bishalckafle,"Toronto, Canada"
1609,"rt @chnvolunteer: #verified &amp; #updated list of helplines offering #covid assistance.
#covidindia #covidhelp #covidaid #chennaivolunteers #c…",CoviFind,
1610,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",MukeshK25605530,
1611,"rt @stalinjacka: from tomorrow 100 beds with #oxygen support covid health center at meenakshi college of engineering, kk nagar west, viruga…",lifeofvino,Gasp Oxygen Republic
1612,"rt @jsplcorporate: 3 tankers carrying 49mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at jspl…",saumyaranjan6,BHUBANESWAR
1613,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",BHARATMALI_,"Rajasthan, India"
1614,rt @diprjk: government well equipped to tackle any emergency situation arising due to #covid19. 2nd line always in place in case of any eme…,SanjayK79268156,
1615,"rt @radiochinarfm: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provision of icu beds, #oxygen…",AjitKum09485305,
1616,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",gopigillshab11,
1617,rt @diprjk: government well equipped to tackle any emergency situation arising due to #covid19. 2nd line always in place in case of any eme…,Subhash87238202,
1618,"rt @itsme_hardik: #pune #oxygen #concentrator

oxygen concentrator available
[5l]

location:- pune
name:-azam
contact no:- 9422026196
reqd:…",cutie_pie413,
1619,"rt @khushnumakashm1: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #ox…",Lakhan78178630,
1620,"seeking an ambulance urgently in #ktm 

pls dm me directly #oxygen level significantly dropping",3rdcultureme,
1621,rt @diprjk: government well equipped to tackle any emergency situation arising due to #covid19. 2nd line always in place in case of any eme…,alikhan16550381,
1622,"rt @bikuengr: #covidemergencyindia 
#covidemergency 

#vishakapatnam #vizag

#plasma , #ambulance and #oxygen services are being provided w…",Sammah0414,Toronto
1623,"#breaking | khan chacha owner arrested

delhi-based businessman #navneetkalra, accused of selling #oxygen concentra… https://t.co/etzdhrf2cd",MirrorNow,India
1624,"rt @chnvolunteer: #verified &amp; #updated list of helplines offering #covid assistance.
#covidindia #covidhelp #covidaid #chennaivolunteers #c…",Covid19Help10,
1625,"rt @chnvolunteer: #verified &amp; #updated list of helplines offering #covid assistance.
#covidindia #covidhelp #covidaid #chennaivolunteers #c…",royalavinash26,"Vijayawada, India"
1626,"rt @nehaldaya: #oxygen #concentrator available 
5 litre #indore

🔺price: ₹70,000 (mrp ₹75,000)🔺

shree mangalam medical store 
34 jaora com…",Covid19Help10,
1627,"rt @nehaldaya: #oxygen #concentrator available 
5 litre #indore

🔺price: ₹70,000 (mrp ₹75,000)🔺

shree mangalam medical store 
34 jaora com…",sagargangwa9i,
1628,"rt @sharmakhemchand: #kejriwal yesterday spent ₹80 lakh to get posters &amp; banners attacking pm @narendramodi put in delhi

in that much mone…",phanirajsk,"Mysore, India"
1629,"rt @imrishabh007: #prayagraj #verified #allahabad
12 litres oxygen cans
contact: 09305377243
verified @ 01:15 pm on may 16
💯 pure oxygen 
#…",Covid19Help10,
1630,"rt @imrishabh007: #prayagraj #verified #allahabad
12 litres oxygen cans
contact: 09305377243
verified @ 01:15 pm on may 16
💯 pure oxygen 
#…",_Bhaskar_Sharma,
1631,"atleast now people should know the importance of trees.😏🌳🌲
#trees #shelter #oxygen https://t.co/p0osgmzgql",Vamshiitweets,"Hyderabad, India"
1632,"rt @chnvolunteer: #verified &amp; #updated list of helplines offering #covid assistance.
#covidindia #covidhelp #covidaid #chennaivolunteers #c…",TheWingsOfIndia,🇮🇳
1633,"#verified &amp; #updated list of helplines offering #covid assistance.
#covidindia #covidhelp #covidaid… https://t.co/ueqhjh58gj",CHNvolunteer,"Chennai, India."
1634,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",golu_sami,
1635,"rt @tradeindia: empty #oxygencylinder - #prayagraj
contact- 7233881234
#verified on 15.05.2021 at 2:55 pm

#oxygen #oxygencrisis #covid19 #…",Covid19Help10,
1636,"rt @tradeindia: empty #oxygencylinder - #prayagraj
contact- 7233881234
#verified on 15.05.2021 at 2:55 pm

#oxygen #oxygencrisis #covid19 #…",_Bhaskar_Sharma,
1637,rt @indiannavy: big boost to #oxygen supply in andhra pradesh as #indiannavy team airlifted from #vizag repairs two major oxygen plants at…,Balwind90424976,
1638,"rt @bikuengr: #covidemergencyindia 
#covidemergency 

#vishakapatnam #vizag

#plasma , #ambulance and #oxygen services are being provided w…",Nagaraj0533,"Hyderabad, India"
1639,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",2Suhana25,India
1640,"rt @teamrapo: #vizagcovid update

#oxygen #plasma &amp; #ambulance service within #vizag region 

contact: +917337335557

verified 16th may ✅…",Navyamallela,Telangana
1641,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",RavishNDTV__,
1642,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",KashifRoshan18,"Bengaluru, India"
1643,"overcoming all hurdles, @railminindia is continuing its journey of bringing relief by delivering liquid medical… https://t.co/rwcnolxgc1",KCRamamurthy_MP,Bangalore
1644,"rt @amanpanwar: #16thmay2014

modi ji assumed the role of sultan of india

people of #india thought they elected a pm or pradhan sevak (as…",APforIndia,"New Delhi, India"
1645,"rt @radiochinarfm: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provision of icu beds, #oxygen…",LoveAul75943519,
1646,"rt @amanpanwar: #16thmay2014

modi ji assumed the role of sultan of india

people of #india thought they elected a pm or pradhan sevak (as…",GoodMemoriesInd,
1647,"rt @sharmakhemchand: #kejriwal yesterday spent ₹80 lakh to get posters &amp; banners attacking pm @narendramodi put in delhi

in that much mone…",jspandey_,"Lucknow, India"
1648,"rt @rhythms22: #navneetkalra exclusive
lawyers tell @republic moving for bail.
kalra wl be produced before cmm,saket court.

delhi court:pr…",Netaji_NathuRam,India
1649,"rt @amanpanwar: #16thmay2014

modi ji assumed the role of sultan of india

people of #india thought they elected a pm or pradhan sevak (as…",imstormrider,New Delhi
1650,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",Secular_Seema,
1651,"rt @harendraks_ips: the #oxygen requirements of #delhi audited and saturated now, most of the #oxygentankers brought from hapa,rajkot by #o…",bhatiavbkb, India
1652,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",RohanPandey__,"Surat,Gujarat,India"
1653,"rt @jsplcorporate: 4 tankers carrying 59mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 being dispatched to nagpur, maharashtra from our #oxygen plant at jspl…",BNSingh44146967,
1654,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",deepakvns2007,"Varanasi, India"
1655,"rt @ashtripathi13: #khanchacha owner #navneetkalra arrested in #oxygen concentrator black marketing case

read more at: https://t.co/0vp6u8…",ajithathrady,"New Delhi, India"
1656,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",iamasjadraza7,Earth
1657,"rt @chnvolunteer: #verified &amp; #updated list of helplines offering #covid assistance.
#covidindia #covidhelp #covidaid #chennaivolunteers #c…",ChennaiCovidVol,"Chennai, India"
1658,rt @rhishithakre: #oxygen is a drug....use judiciously....excellent ready reckoner by @venkatkallemneo        #oxygencylinders #meded #medt…,PedsICU_tweets,
1659,rt @rhishithakre: #oxygen is a drug....use judiciously....excellent ready reckoner by @venkatkallemneo        #oxygencylinders #meded #medt…,MedStudent_Bot,
1660,"#16thmay2014

modi ji assumed the role of sultan of india

people of #india thought they elected a pm or pradhan se… https://t.co/3fsrrkedtg",amanpanwar,New Delhi
1661,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",Ndlotus1,"Mumbai, India #AmchiMumbai"
1662,rt @jobinindia: where is #startupindia? #rfid and #iot can help track all #oxygen cylinders. #modi #modisarkar2 @startupindia and @makeinin…,codervj,"Indore,Madhya Pradesh, India"
1663,rt @concorarea3: 3rd consignment for #hyderabad with 120 mt of #oxygen (lmo) in 6 cryogenic tank containers of 20 mt each from kalinganagar…,Arshad_Khan_100,New Delhi
1664,"need help - urgently - hyderabad

the patient has empty cylinder available with them at salarjung colony mehdipatna… https://t.co/gvlvyw9hff",Human4Justice,
1665,"*verified lead*
delhi
#oxygencylinder  available
8l for 13 k  (empty) bought for personal use no longer needed. 
pi… https://t.co/w7hetc45ey",DeekshaJ2,
1666,rt @rhishithakre: #oxygen is a drug....use judiciously....excellent ready reckoner by @venkatkallemneo        #oxygencylinders #meded #medt…,MedEdBot,
1667,rt @aderneycarrillo: 👀🎬 the suspense genre is characterized by its powerful way of containing in a su... #review #movies #oxygen #netflix #…,tcpaikano,
1668,rt @jobinindia: where is #startupindia? #rfid and #iot can help track all #oxygen cylinders. #modi #modisarkar2 @startupindia and @makeinin…,Ideastycoon,"Surat, India"
1669,"rt @harinani_: oxygen cylinder for rent (bza/gun)

advance : 10k
rent per day :700
re filling : 300/cylinder.
masks pipe : 250
transport: 5…",always2_suhel,"Andhra Pradesh, India"
1670,"oximeter
#oxygenconcentrator #oximeter
@charan_tweetz

@rahulscribe

@licypriyak

#covidemergency2021 #oxygen… https://t.co/ck0zwjuokn",fanrrong1,
1671,"rt @operationearth5: when we destroy the #ecosystem, we destroy ourselves. please plant more trees and stand up against #deforestation. 💚🌱…",IamtheGreeny,Earth 🌏
1672,"overcoming all hurdles, railways is continuing its journey of bringing relief by delivering liquid medical #oxygen… https://t.co/dfofjkhlck",Central_Railway,Mumbai
1673,rt @rhishithakre: #oxygen is a drug....use judiciously....excellent ready reckoner by @venkatkallemneo        #oxygencylinders #meded #medt…,neo_twiter,
1674,"oxygen concentrator
#oxygenconcentrator 
@charan_tweetz
@rahulscribe
@licypriyak 

#covidemergency2021 #oxygen… https://t.co/4tdpu3f9e9",fanrrong1,
1675,"rt @teens4teens2: free #oxygen refilling in #ahmedabad 
24 hours service
refill of only 3-4 ft medical bottle
location: opposite cama hotel…",mizzverma,
1676,rt @rhishithakre: #oxygen is a drug....use judiciously....excellent ready reckoner by @venkatkallemneo        #oxygencylinders #meded #medt…,DrManglaSood,"Shimla, India"
1677,"rt @actuml: mélanie by marcel hartman for @ellefr 

#oxygen is now available on netflix ! 

#oxygène est disponible sur netflix ! https://t…",CelMinoucat,
1678,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",Jaganna54931605,
1679,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",MehraInc,Kashipur Uttrakhand
1680,"rt @concornwr: to provide uninterrupted #o2 to #covid-19 patients,@concor_india is moving #oxygen trains across india. #oxygenexpress train…",MkM07288570,"गुजरात, भारत"
1681,"rt @radiochinarfm: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provision of icu beds, #oxygen…",Sandeep21656918,
1682,"rt @covidplasmain: #vijayawada #oxygen

#verified @ 16-may 10:44 pm ✅

oxygen cylinders available
contact : 9676995777

#covid19indiahelp h…",KiranKopparthi,Bhimavaram
1683,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",SumitDangiINC,
1684,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",INCRohit1,
1685,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",Pardu29458020,
1686,"rt @bikuengr: #covidemergencyindia 
#covidemergency 

#vishakapatnam #vizag

#plasma , #ambulance and #oxygen services are being provided w…",Its_me_Sanjaya,In Someone's Heart ❤
1687,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",__Jagirdarz_,
1688,"rt @rhythms22: #navneetkalra exclusive
lawyers tell @republic moving for bail.
kalra wl be produced before cmm,saket court.

delhi court:pr…",Ravendr54504648,Milkyway
1689,"rt @bikuengr: #covidemergencyindia 
#covidemergency 

#vishakapatnam #vizag

#plasma , #ambulance and #oxygen services are being provided w…",plasmabot2,
1690,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",Ravendr54504648,Milkyway
1691,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",INCLalitpur,
1692,the seizure of oxygen concentrators from #navneetkalra's restaurants came at a time when delhi was struggling with… https://t.co/3su7ffw23t,indiacom,India
1693,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",UPwithDidi,
1694,"rt @yashna_chawla: from tomorrow 100 beds with #oxygen support covid health center at meenakshi college of engineering, kk nagar west, viru…",rashif2010,
1695,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",RavinderKapur2, India
1696,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",VishalLochab6,Singhu Border Delhi Morcha
1697,"rt @harinani_: oxygen cylinder for rent (bza/gun)

advance : 10k
rent per day :700
re filling : 300/cylinder.
masks pipe : 250
transport: 5…",Always___Ram,
1698,where is #startupindia? #rfid and #iot can help track all #oxygen cylinders. #modi #modisarkar2 @startupindia and… https://t.co/mu1i9cdmxn,jobinindia,"Toronto, Ontario"
1699,"rt @jsplcorporate: 3 tankers carrying 49mt of 𝐋𝐢𝐪𝐮𝐢𝐝 𝐌𝐞𝐝𝐢𝐜𝐚𝐥 𝐎𝐱𝐲𝐠𝐞𝐧 dispatched to vijayawada, andhra pradesh from our #oxygen plant at jspl…",jani_niwas,"Jodhpur, India"
1700,"rt @incakash: honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are these ventilat…",OmNathMishra19,"Uttar Pradesh, India"
1701,rt @utpalborpujari: #guwahati #oxygen #oxygenconcentrator ् #oxygenlangar by @khalsa_centre north east in association with @khalsaaid_india,xhobdo,"Guwahati, Assam, India"
1702,"rt @rhythms22: #navneetkalra exclusive
lawyers tell @republic moving for bail.
kalra wl be produced before cmm,saket court.

delhi court:pr…",ingle_i,malegaon
1703,"#covidemergencyindia 
#covidemergency 

#vishakapatnam #vizag

#plasma , #ambulance and #oxygen services are being… https://t.co/s8njwwlht4",Bikuengr,Kolkata
1704,"rt @harinani_: oxygen cylinder for rent (bza/gun)

advance : 10k
rent per day :700
re filling : 300/cylinder.
masks pipe : 250
transport: 5…",Rc_forever_23,Lives in Adoni
1705,"rt @harinani_: oxygen cylinder for rent (bza/gun)

advance : 10k
rent per day :700
re filling : 300/cylinder.
masks pipe : 250
transport: 5…",IamKingVinay,
1706,"honorable chief minister yogi adityanath only one question to you, 

when there is no lack of #oxygen, why are thes… https://t.co/663wdgeobv",INCAkash,"Jhansi, India"
1707,"#oxygen is first line of treatment in #hypoxic cases ||

health tips by dr masod rashid
#criticalcare specialist 
j… https://t.co/d4lq83gejt",RisingKashmir,Srinagar
1708,"rt @zoiizoha: *verified lead*
delhi
oxygen cylinder available
8l for 11 k  (empty) bought for personal use no longer needed. 
pickup form o…",Covid19Help10,
1709,"*verified lead*
delhi
oxygen cylinder available
8l for 11 k  (empty) bought for personal use no longer needed. 
pic… https://t.co/eayuesmf2j",zoiizoha,"Moradabad, India"
1710,#oxygen is a drug....use judiciously....excellent ready reckoner by @venkatkallemneo        #oxygencylinders #meded… https://t.co/vvrkpqgkrs,RhishiThakre,"Aurangabad, MS, India"
1711,"rt @harinani_: oxygen cylinder for rent (bza/gun)

advance : 10k
rent per day :700
re filling : 300/cylinder.
masks pipe : 250
transport: 5…",SK_Fan_Of_PK,"Vijayawada, India"
1712,"rt @youngistaanfdn: #vishakapatnam 

#plasma , #ambulance and #oxygen services are being provided within 

#vizag by the admins of 
vizag s…",Lokalwala3,"Vizag,Kakinada, Rajahmundry"
1713,"rt @covidplasmain: #vijayawada #oxygen

#verified @ 16-may 10:44 pm ✅

oxygen cylinders available
contact : 9676995777

#covid19indiahelp h…",riya2793919,india
1714,"rt @sonalika_kumar: #navneetkalra, accused of hoarding and black marketing #oxygen concentrators in #delhi in #khanmarket restaurant, has b…",LeoShreesh,
1715,@sonusood @hayakhan999 oxygen in government hand if they support public or it may ho to blck marketing only pm modi… https://t.co/ordpivrdyo,NaheemK53597163,"Karnataka, India"
1716,"#healthiswealth 
to improve #oxygen levels use tulsi 
tulsi leaves contain high amounts of potassium, iron, chlorop… https://t.co/ctwgyacdec",SrikantMatrubai,Bangalore
1717,"when we destroy the #ecosystem, we destroy ourselves. please plant more trees and stand up against #deforestation.… https://t.co/mhkfytk42n",OperationEarth5,"Alberta, Canada"
1718,"#khanchacha owner #navneetkalra arrested in #oxygen concentrator black marketing case

read more at: https://t.co/0vp6u8kgit",Ashtripathi13,New Delhi
1719,"rt @harinani_: oxygen cylinder for rent (bza/gun)

advance : 10k
rent per day :700
re filling : 300/cylinder.
masks pipe : 250
transport: 5…",VGarikela,"Nandyal, India"
1720,"【hot sale】portable oxygen generator | oxygen concentrator price | home oxygen machine
【whatsapp/wechat/phone/skype】… https://t.co/tmxegzhptp",BrightLiu3,"Room 2702, 27th Floor, Block B"
1721,rt @aderneycarrillo: 👀🎬 the suspense genre is characterized by its powerful way of containing in a su... #review #movies #oxygen #netflix #…,HiveBlogShare,The Hive Blockchain
1722,rt @utpalborpujari: #guwahati #oxygen #oxygenconcentrator ् #oxygenlangar by @khalsa_centre north east in association with @khalsaaid_india,carbon_stink,"Guwahati, India"
1723,"rt @abhyudayjindal: preparations are in full swing to make the 500-bed covid-care hospital operational in #hisar, haryana. we're almost on…",adityadagar84,"Palwal, India"
1724,@ril_foundation #ril supports #andhrapradesh govt’s efforts in the fight against #covid19 with the supply of… https://t.co/bo0qxnf21p,venkatmandala,"Hyderabad, India"
1725,"rt @abhyudayjindal: after hisar, our #jajpur plant is also supplying liquid medical #oxygen to hospitals. we are supplying over 40 mt of ox…",adityadagar84,"Palwal, India"
1726,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",yadavajay02,hisar haryana india
1727,@dbusiness @jikiniroujin @dorothea9458 @artsy_marxist @china2asean @japangov @bts_jp_official @japan… https://t.co/pjtmetimhx,duabusan,
1728,#oxygen thief nabbed by delhi police. accused of hoarding concentrators  at his posh khan chacha outlet in khan mar… https://t.co/bkqn2zpshf,Rakesh5_,"Jammu, Jammu And Kashmir, 🇮🇳"
1729,"rt @helpnagar: !!delhi!!
oxygen beds available
.
.
#helpnagar #covid #covid19 #help #india #delhi #nonprofit #medical #urgent #emergency #d…",Manohar01870906,"Chevella, India"
1730,"rt @tarvado: people are dying every few minutes because of lack in #oxygen, we don’t know when this will end.
it’s chaos.
#covid19 ’s wreck…",Nature_Grrrl,
1731,"rt @upcovidhelper: #aligarh #oxygen

#verified @ 15-may 04:12 pm ✅

oxygen cylinders available
name : hamzaa

contact: 9045185708
@upcovidh…",Covid19Help10,
1732,"rt @upcovidhelper: #aligarh #oxygen

#verified @ 15-may 04:12 pm ✅

oxygen cylinders available
name : hamzaa

contact: 9045185708
@upcovidh…",Shivedita,
1733,"rt @helpinghandsjpr: #aligarh #oxygen

only 3 oxygen cylinders available
1 filled and 2 empty
name: hamzaa
contact: 9045185708

verified at…",Shivedita,
1734,"rt @radiochinar: he mentioned about the 250 bed hospital established at rangreth &amp; other initiatives like provisioning of icu beds, #oxygen…",AshokBussa1,
1735,"rt @helpinghandsjpr: #aligarh #oxygen

47 liter oxygen cylinders available
1 filled -47000
2 empty-35000 to 40000
name: hamzaa
contact: 904…",Shivedita,
1736,"#nowwatching oxygen (2021)

anybody seen this one yet??? thoughts??? #oxygen #horrorfam  #scififam #mutantfam https://t.co/mmvxfyr1fn",Pander_Bear28,"Bristol, TN"
1737,"rt @covid19tnupdate: persons hoarding #remdesivir and #oxygen cylinders and sell at a higher price to be detained under the goondas act, #t…",aandrewz,Singapore
1738,"rt @harishbijoor: itweet:strange lives we lead! even as an entire nation of patients is struggling for oxygen, we are still making plans, g…",harishbijoor,"Bengaluru, India"
1739,"rt @upcovidhelper: #agra #up

hospital: purshotam das savitri devi cancer care &amp; research center,
 3 national highway, shastri puram agra…",Shivedita,
1740,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",AmreshK61899409,"Patna, India, "
1741,"rt @bureaucratsind: we applaud centre's decision to procure 1.5 lakh units of oxycare systems through #pmcaresfunds. 

valued at rs 322.5 c…",PammySharma007,"Patna, India"
1742,melanie laurent is awesome in #oxygen. what a tense experience. 😳 https://t.co/eaqw8cqmsc,nadreviews,
1743,"rt @bureaucratsind: hon pm sri @narendramodi reviews availability and supply of #oxygen, medicines at a high level meeting today.

under hi…",PammySharma007,"Patna, India"
1744,"rt @projectcovidaid: oxygen cylinder available in kolkata 
98005 35529
#verified 
16th may 10:30pm
#oxygen #cylinder #covidhelp #covid19 #k…",shivam15517721,"Guntur, Andhra Pradesh, India"
1745,"rt @ndtv: #dilsesewa | ""sikhs opened up hospitals to everyone and served with generosity"", says naresh gujral, rajya sabha mp, on #oxygen l…",ReenaKaurH,"Pentagon City, Arlington, Va"
1746,"rt @aritraagroup: aritraa corporation welcomes #pmcaresfunds procuring 1.5 lakh units of oxycare system worth rs 322.5 crore.

these compre…",PammySharma007,"Patna, India"
1747,"@prcambnepal your excellency 
there is rumors about 18000 #oxygen cylinder has been struct in other side tatopani c… https://t.co/qauc3fmuul",tarvado,Nepal
1748,rt @indiannavy: big boost to #oxygen supply in andhra pradesh as #indiannavy team airlifted from #vizag repairs two major oxygen plants at…,manmoha15489777,
1749,"rt @tarvado: people are dying every few minutes because of lack in #oxygen, we don’t know when this will end.
it’s chaos.
#covid19 ’s wreck…",Peruvianbundles,
1750,rt @aritraagroup: we applaud the decision of @nhai_official not to charge any #toll fee for the tankers carrying liquid medical #oxygen nat…,Ramesh_sankha12,"Patna, India"
1751,"rt @sunil10059370: how to use oximeter
#plasma
#coronavirus
#corona #covidemergency
#covaxin #vaccineforall #oxygen #sundayvibes
https://t.…",plasmabot2,
1752,"rt @aritraagroup: aritraa corporation welcomes #pmcaresfunds procuring 1.5 lakh units of oxycare system worth rs 322.5 crore.

these compre…",Ramesh_sankha12,"Patna, India"
1753,"rt @harendraks_ips: the #oxygen requirements of #delhi audited and saturated now, most of the #oxygentankers brought from hapa,rajkot by #o…",Singhaniav1969,"Kolkata, India"
1754,rt @israelbangalore: the #oxygen generator from #israel is up and running at kolar kgf hospital. it is truly our honour to be able to help…,aniruddh_kewat,"Mumbai,India"
1755,"rt @livelawindia: #breaking

oxygen concentrators hoarding case: #delhipolice today arrested businessman #navneetkalra, accused in connecti…",Ganga645,Bengaluru
1756,"rt @rhythms22: #navneetkalra exclusive
lawyers tell @republic moving for bail.
kalra wl be produced before cmm,saket court.

delhi court:pr…",Ganga645,Bengaluru
